epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
746,218463,0.2694,0.21318,0.64086,0.98904,0.94936,0.97295,0.90421,0.13926,0.11253,0.52736,0.00384754,0.00384754,0.00384754
747,218756,0.26929,0.21365,0.64178,0.98977,0.94909,0.973,0.90449,0.13921,0.11254,0.52734,0.00383928,0.00383928,0.00383928
748,219050,0.26811,0.21288,0.64086,0.989,0.94985,0.97297,0.90448,0.13916,0.11252,0.52731,0.00383102,0.00383102,0.00383102
749,219343,0.26982,0.21447,0.64171,0.98881,0.9503,0.97281,0.90453,0.13913,0.11253,0.52729,0.00382277,0.00382277,0.00382277
750,219636,0.26927,0.21389,0.64135,0.98902,0.95003,0.9728,0.90468,0.13906,0.11247,0.52727,0.00381451,0.00381451,0.00381451
751,219930,0.26915,0.21306,0.64082,0.99024,0.94935,0.97282,0.90428,0.13913,0.11257,0.52727,0.00380625,0.00380625,0.00380625
752,220223,0.26934,0.21363,0.64106,0.98994,0.9497,0.97286,0.90429,0.1391,0.1126,0.52725,0.00379799,0.00379799,0.00379799
753,220517,0.26805,0.21376,0.64146,0.98938,0.9499,0.97282,0.90446,0.13906,0.11261,0.52722,0.00378973,0.00378973,0.00378973
754,220811,0.27009,0.21373,0.64199,0.98956,0.94991,0.97286,0.90458,0.13901,0.11256,0.52721,0.00378148,0.00378148,0.00378148
755,221104,0.26943,0.21241,0.64068,0.98971,0.94992,0.97289,0.9046,0.13895,0.11246,0.5272,0.00377322,0.00377322,0.00377322
756,221398,0.27081,0.21469,0.64194,0.98969,0.94998,0.97287,0.90461,0.13892,0.11246,0.52718,0.00376496,0.00376496,0.00376496
757,221691,0.26949,0.21487,0.6415,0.98975,0.94967,0.97286,0.90484,0.13893,0.11249,0.52716,0.0037567,0.0037567,0.0037567
758,221984,0.26845,0.21363,0.64126,0.98964,0.94982,0.97288,0.90463,0.13888,0.11244,0.52714,0.00374844,0.00374844,0.00374844
759,222277,0.26718,0.21185,0.64004,0.98976,0.94915,0.97289,0.9049,0.13881,0.1124,0.52711,0.00374018,0.00374018,0.00374018
760,222570,0.26857,0.21221,0.64091,0.98986,0.94934,0.97299,0.90496,0.13874,0.11235,0.52709,0.00373193,0.00373193,0.00373193
761,222864,0.26647,0.21124,0.63882,0.98991,0.94942,0.97303,0.90519,0.13872,0.11236,0.52706,0.00372367,0.00372367,0.00372367
762,223158,0.26813,0.21291,0.64058,0.98996,0.94951,0.97305,0.90504,0.1387,0.11239,0.52703,0.00371541,0.00371541,0.00371541
763,223451,0.26802,0.21262,0.63977,0.98989,0.94958,0.97304,0.90496,0.13864,0.11236,0.52699,0.00370715,0.00370715,0.00370715
764,223745,0.26647,0.21148,0.63985,0.98964,0.94957,0.97338,0.90534,0.13859,0.11232,0.52697,0.00369889,0.00369889,0.00369889
765,224039,0.26689,0.21178,0.6398,0.98995,0.94896,0.9734,0.90539,0.13857,0.1123,0.52696,0.00369063,0.00369063,0.00369063
766,224333,0.26778,0.2125,0.64073,0.99016,0.94904,0.97333,0.9056,0.13852,0.11223,0.52693,0.00368238,0.00368238,0.00368238
767,224627,0.26777,0.21262,0.64038,0.99027,0.94959,0.97335,0.9055,0.13843,0.11214,0.52689,0.00367412,0.00367412,0.00367412
768,224921,0.26853,0.21274,0.64012,0.99044,0.9494,0.9734,0.90593,0.13833,0.1121,0.52684,0.00366586,0.00366586,0.00366586
769,225214,0.26842,0.2131,0.64108,0.99063,0.94939,0.97339,0.90581,0.13827,0.11205,0.52682,0.0036576,0.0036576,0.0036576
770,225508,0.2668,0.21187,0.64015,0.99052,0.94882,0.97335,0.90584,0.13822,0.11206,0.5268,0.00364934,0.00364934,0.00364934
771,225802,0.26748,0.21224,0.64035,0.99059,0.94873,0.9734,0.90625,0.13819,0.11208,0.52677,0.00364108,0.00364108,0.00364108
772,226096,0.26729,0.21135,0.64014,0.99076,0.94902,0.97386,0.90626,0.1381,0.11212,0.52673,0.00363283,0.00363283,0.00363283
773,226390,0.26877,0.21261,0.64099,0.99096,0.94854,0.97389,0.90643,0.13802,0.11207,0.5267,0.00362457,0.00362457,0.00362457
774,226684,0.26592,0.21141,0.63979,0.9908,0.94887,0.97386,0.90653,0.13799,0.11209,0.52668,0.00361631,0.00361631,0.00361631
775,226977,0.26567,0.21115,0.63955,0.99078,0.94855,0.97387,0.90687,0.13792,0.11207,0.52665,0.00360805,0.00360805,0.00360805
776,227271,0.26731,0.21194,0.64013,0.99094,0.94881,0.97394,0.90662,0.13785,0.11201,0.52662,0.00359979,0.00359979,0.00359979
777,227565,0.26622,0.21136,0.63937,0.99118,0.94906,0.97393,0.90685,0.13784,0.11199,0.52661,0.00359153,0.00359153,0.00359153
778,227858,0.26528,0.21034,0.63917,0.99111,0.94857,0.97411,0.90697,0.13777,0.1119,0.52658,0.00358328,0.00358328,0.00358328
779,228152,0.26635,0.21079,0.63977,0.99082,0.94904,0.97406,0.90731,0.13771,0.1118,0.52657,0.00357502,0.00357502,0.00357502
780,228446,0.26618,0.21199,0.64017,0.99092,0.94896,0.9741,0.90722,0.13765,0.11176,0.52654,0.00356676,0.00356676,0.00356676
781,228740,0.26549,0.21046,0.63859,0.99103,0.94908,0.97417,0.90728,0.13762,0.11174,0.52653,0.0035585,0.0035585,0.0035585
782,229034,0.26535,0.21161,0.63866,0.99104,0.94855,0.97417,0.9072,0.13757,0.11169,0.52651,0.00355024,0.00355024,0.00355024
783,229327,0.26557,0.21079,0.63977,0.99146,0.949,0.97421,0.90769,0.13754,0.11166,0.52649,0.00354198,0.00354198,0.00354198
784,229622,0.26224,0.20798,0.63759,0.99109,0.94919,0.9742,0.90721,0.13748,0.11158,0.52648,0.00353373,0.00353373,0.00353373
785,229916,0.26511,0.21072,0.63874,0.99126,0.94909,0.97423,0.9076,0.13742,0.11159,0.52644,0.00352547,0.00352547,0.00352547
786,230210,0.26448,0.20994,0.6387,0.99118,0.94906,0.97423,0.90762,0.13737,0.11158,0.52642,0.00351721,0.00351721,0.00351721
787,230504,0.26528,0.20978,0.63975,0.99112,0.94908,0.97424,0.90778,0.13729,0.11156,0.52639,0.00350895,0.00350895,0.00350895
788,230798,0.26343,0.20981,0.63804,0.99113,0.94906,0.97425,0.90757,0.13722,0.11152,0.52635,0.00350069,0.00350069,0.00350069
789,231092,0.26409,0.20975,0.63774,0.99103,0.94908,0.97423,0.90774,0.13717,0.11154,0.52632,0.00349243,0.00349243,0.00349243
790,231386,0.26349,0.20958,0.63779,0.99017,0.95013,0.97422,0.90815,0.13711,0.1115,0.52628,0.00348418,0.00348418,0.00348418
791,231680,0.26437,0.20971,0.63797,0.99018,0.95007,0.97423,0.90786,0.13697,0.11139,0.52624,0.00347592,0.00347592,0.00347592
792,231974,0.26368,0.20989,0.63737,0.9904,0.94926,0.97424,0.90819,0.13684,0.11136,0.52619,0.00346766,0.00346766,0.00346766
793,232268,0.26336,0.20946,0.63788,0.99023,0.94942,0.97425,0.90838,0.13672,0.11129,0.52614,0.0034594,0.0034594,0.0034594
794,232562,0.26223,0.20814,0.63686,0.99012,0.94969,0.97422,0.90863,0.13666,0.1113,0.5261,0.00345114,0.00345114,0.00345114
795,232856,0.26308,0.20936,0.63768,0.98998,0.94995,0.97421,0.90832,0.1367,0.11135,0.52609,0.00344288,0.00344288,0.00344288
796,233150,0.26479,0.21054,0.6386,0.98968,0.95022,0.97391,0.90831,0.13671,0.1114,0.52606,0.00343463,0.00343463,0.00343463
797,233444,0.26442,0.21052,0.63908,0.98981,0.95017,0.97397,0.90829,0.13672,0.11139,0.52605,0.00342637,0.00342637,0.00342637
798,233738,0.26458,0.21112,0.63941,0.99005,0.94989,0.974,0.9084,0.13673,0.1114,0.52604,0.00341811,0.00341811,0.00341811
799,234031,0.26423,0.2098,0.63817,0.9904,0.94981,0.97391,0.90834,0.13674,0.1114,0.52603,0.00340985,0.00340985,0.00340985
800,234324,0.26447,0.21005,0.63834,0.99021,0.94981,0.97392,0.90899,0.13672,0.11142,0.52602,0.00340159,0.00340159,0.00340159
801,234618,0.2635,0.2093,0.6379,0.9902,0.94992,0.97395,0.90891,0.13674,0.11143,0.52601,0.00339333,0.00339333,0.00339333
802,234911,0.26361,0.20893,0.63806,0.99008,0.94988,0.97394,0.90902,0.13667,0.1114,0.52597,0.00338508,0.00338508,0.00338508
803,235205,0.26272,0.20812,0.6371,0.98914,0.95101,0.97335,0.9088,0.13656,0.11132,0.52594,0.00337682,0.00337682,0.00337682
804,235498,0.26343,0.20879,0.63745,0.98895,0.95116,0.97335,0.90902,0.13651,0.11131,0.52591,0.00336856,0.00336856,0.00336856
805,235792,0.26215,0.20748,0.63716,0.98885,0.95122,0.97391,0.90911,0.13646,0.11126,0.52589,0.0033603,0.0033603,0.0033603
806,236086,0.2644,0.2095,0.63859,0.98883,0.95048,0.97391,0.90918,0.13647,0.11127,0.52588,0.00335204,0.00335204,0.00335204
807,236379,0.26223,0.20814,0.63741,0.98893,0.95083,0.97391,0.90925,0.13645,0.11122,0.52587,0.00334378,0.00334378,0.00334378
808,236673,0.26171,0.20808,0.63648,0.98851,0.95117,0.97393,0.9093,0.13641,0.11116,0.52585,0.00333553,0.00333553,0.00333553
809,236967,0.26161,0.20744,0.63607,0.98853,0.95113,0.97397,0.90912,0.1364,0.11115,0.52584,0.00332727,0.00332727,0.00332727
810,237261,0.26054,0.20689,0.63616,0.98913,0.95019,0.97398,0.90928,0.13633,0.11108,0.52583,0.00331901,0.00331901,0.00331901
811,237554,0.26224,0.20852,0.63715,0.98947,0.95002,0.97399,0.90908,0.13636,0.11111,0.52581,0.00331075,0.00331075,0.00331075
812,237848,0.2627,0.20866,0.63702,0.98941,0.95043,0.97339,0.9091,0.13633,0.11108,0.52581,0.00330249,0.00330249,0.00330249
813,238142,0.26342,0.20971,0.63855,0.98946,0.95024,0.97332,0.90909,0.13632,0.11108,0.52581,0.00329423,0.00329423,0.00329423
814,238435,0.26235,0.20954,0.63775,0.98934,0.94976,0.97336,0.90918,0.13629,0.11107,0.52578,0.00328598,0.00328598,0.00328598
815,238729,0.26194,0.20753,0.63652,0.99104,0.94918,0.97384,0.90921,0.13626,0.11112,0.52576,0.00327772,0.00327772,0.00327772
816,239023,0.26197,0.2078,0.63746,0.99151,0.94908,0.97385,0.90927,0.13622,0.11106,0.52575,0.00326946,0.00326946,0.00326946
817,239316,0.26036,0.20645,0.63594,0.99043,0.94961,0.97318,0.90938,0.13615,0.11097,0.52571,0.0032612,0.0032612,0.0032612
818,239611,0.26194,0.20799,0.6381,0.99041,0.9497,0.97315,0.9093,0.13608,0.11088,0.52569,0.00325294,0.00325294,0.00325294
819,239904,0.26006,0.20683,0.63639,0.99049,0.94965,0.97315,0.90949,0.13601,0.11084,0.52567,0.00324468,0.00324468,0.00324468
820,240199,0.26185,0.20811,0.63853,0.99037,0.94969,0.97317,0.90968,0.13597,0.11084,0.52566,0.00323643,0.00323643,0.00323643
821,240493,0.26148,0.20744,0.63707,0.98929,0.95128,0.97327,0.90954,0.13595,0.11077,0.52565,0.00322817,0.00322817,0.00322817
822,240787,0.26174,0.20824,0.6373,0.98939,0.95129,0.97385,0.90983,0.13592,0.11077,0.52563,0.00321991,0.00321991,0.00321991
823,241081,0.26168,0.20766,0.63626,0.99042,0.94969,0.97386,0.9097,0.13588,0.11079,0.52559,0.00321165,0.00321165,0.00321165
824,241375,0.26011,0.20652,0.63599,0.99025,0.9501,0.97387,0.90973,0.13589,0.11081,0.52557,0.00320339,0.00320339,0.00320339
825,241668,0.26032,0.20688,0.63632,0.98897,0.95167,0.97386,0.91,0.13585,0.11078,0.52556,0.00319513,0.00319513,0.00319513
826,241963,0.26037,0.20677,0.6365,0.98922,0.95141,0.97388,0.91027,0.13579,0.11075,0.52554,0.00318688,0.00318688,0.00318688
827,242257,0.25938,0.20572,0.63533,0.98937,0.95128,0.97391,0.91005,0.1358,0.11075,0.52553,0.00317862,0.00317862,0.00317862
828,242551,0.26136,0.20744,0.63748,0.98932,0.9514,0.97391,0.91005,0.13574,0.11071,0.5255,0.00317036,0.00317036,0.00317036
829,242845,0.26089,0.20654,0.6366,0.98911,0.95143,0.97395,0.91003,0.13575,0.11074,0.52548,0.0031621,0.0031621,0.0031621
830,243139,0.26133,0.20757,0.6367,0.98895,0.95144,0.97397,0.90996,0.13568,0.11068,0.52546,0.00315384,0.00315384,0.00315384
831,243433,0.26093,0.20648,0.6363,0.98924,0.95133,0.97394,0.91001,0.13557,0.1106,0.52542,0.00314558,0.00314558,0.00314558
832,243727,0.26062,0.20709,0.63661,0.98983,0.95043,0.97398,0.91021,0.13547,0.11057,0.52538,0.00313733,0.00313733,0.00313733
833,244020,0.26018,0.20662,0.63677,0.98979,0.95047,0.97399,0.91021,0.13539,0.11051,0.52535,0.00312907,0.00312907,0.00312907
834,244313,0.25825,0.2053,0.63549,0.98829,0.95145,0.97399,0.91021,0.13545,0.11067,0.52535,0.00312081,0.00312081,0.00312081
835,244607,0.25937,0.20585,0.63599,0.9899,0.95057,0.974,0.91016,0.13548,0.11064,0.52534,0.00311255,0.00311255,0.00311255
836,244901,0.26023,0.20628,0.63669,0.98849,0.95144,0.97399,0.91038,0.13551,0.11064,0.52535,0.00310429,0.00310429,0.00310429
837,245194,0.25965,0.20512,0.63498,0.98817,0.95155,0.97403,0.91045,0.13548,0.11059,0.52534,0.00309603,0.00309603,0.00309603
838,245488,0.25918,0.20558,0.63528,0.98801,0.95167,0.97408,0.91073,0.13545,0.11062,0.52531,0.00308778,0.00308778,0.00308778
839,245782,0.25847,0.20567,0.63524,0.98785,0.95182,0.97409,0.91053,0.13538,0.11053,0.52529,0.00307952,0.00307952,0.00307952
840,246075,0.25834,0.20582,0.63546,0.98764,0.95191,0.97411,0.91066,0.13531,0.11046,0.52526,0.00307126,0.00307126,0.00307126
841,246370,0.26026,0.20687,0.6359,0.98809,0.95191,0.97416,0.91074,0.13523,0.11043,0.52522,0.003063,0.003063,0.003063
842,246664,0.25817,0.20615,0.63505,0.98818,0.95182,0.97415,0.91066,0.13523,0.11046,0.52522,0.00305474,0.00305474,0.00305474
843,246958,0.25692,0.20467,0.63457,0.9876,0.95233,0.97417,0.91083,0.13517,0.11043,0.52519,0.00304648,0.00304648,0.00304648
844,247252,0.25876,0.20577,0.63633,0.98772,0.95245,0.97415,0.9105,0.13516,0.11045,0.52518,0.00303822,0.00303822,0.00303822
845,247546,0.25755,0.20521,0.63428,0.98803,0.952,0.97415,0.91068,0.13515,0.11043,0.52517,0.00302997,0.00302997,0.00302997
846,247841,0.25653,0.20423,0.63381,0.98915,0.95144,0.97413,0.91081,0.13512,0.11035,0.52515,0.00302171,0.00302171,0.00302171
847,248134,0.25676,0.20379,0.63335,0.99008,0.95077,0.9743,0.91087,0.13503,0.11031,0.52511,0.00301345,0.00301345,0.00301345
848,248428,0.25704,0.20394,0.63495,0.99061,0.95108,0.97432,0.91097,0.135,0.1103,0.52509,0.00300519,0.00300519,0.00300519
849,248722,0.25832,0.2049,0.63539,0.99052,0.95078,0.97366,0.91102,0.13491,0.11021,0.52506,0.00299693,0.00299693,0.00299693
850,249016,0.25773,0.20523,0.63482,0.98873,0.95192,0.97366,0.91142,0.13489,0.11019,0.52505,0.00298868,0.00298868,0.00298868
851,249309,0.2574,0.20466,0.63384,0.98763,0.95216,0.97366,0.9116,0.13483,0.11018,0.52502,0.00298042,0.00298042,0.00298042
852,249604,0.25681,0.20431,0.63513,0.98735,0.95213,0.97353,0.91158,0.1348,0.11014,0.525,0.00297216,0.00297216,0.00297216
853,249897,0.25723,0.20393,0.63425,0.98782,0.9519,0.97352,0.91127,0.13479,0.11012,0.52499,0.0029639,0.0029639,0.0029639
854,250190,0.25742,0.20461,0.63543,0.98819,0.9518,0.97353,0.91126,0.1348,0.11007,0.525,0.00295564,0.00295564,0.00295564
855,250483,0.25591,0.20367,0.63386,0.98732,0.95245,0.97441,0.91154,0.13482,0.11014,0.52498,0.00294738,0.00294738,0.00294738
856,250776,0.25662,0.20528,0.63542,0.98761,0.95239,0.97447,0.91159,0.13475,0.11011,0.52495,0.00293912,0.00293912,0.00293912
857,251069,0.25687,0.20414,0.63408,0.98879,0.95175,0.97446,0.91145,0.13467,0.11001,0.52493,0.00293087,0.00293087,0.00293087
858,251362,0.25521,0.20289,0.63352,0.98887,0.95168,0.97447,0.91151,0.13464,0.11004,0.5249,0.00292261,0.00292261,0.00292261
859,251654,0.25447,0.20299,0.63276,0.98924,0.95161,0.97386,0.91144,0.13457,0.11001,0.52488,0.00291435,0.00291435,0.00291435
860,251947,0.25676,0.20348,0.63493,0.99208,0.95023,0.97371,0.91148,0.13451,0.10993,0.52486,0.00290609,0.00290609,0.00290609
861,252240,0.25667,0.20399,0.63408,0.99169,0.95059,0.97373,0.91183,0.13447,0.10995,0.52485,0.00289783,0.00289783,0.00289783
862,252532,0.25663,0.20458,0.63553,0.99172,0.9505,0.9737,0.9119,0.13445,0.10989,0.52484,0.00288957,0.00288957,0.00288957
863,252824,0.2575,0.20419,0.63538,0.99186,0.95036,0.9737,0.91207,0.1344,0.10989,0.52482,0.00288132,0.00288132,0.00288132
864,253117,0.2563,0.20441,0.63432,0.992,0.95034,0.97386,0.91202,0.13435,0.10989,0.52479,0.00287306,0.00287306,0.00287306
865,253408,0.25636,0.20351,0.63411,0.99195,0.95034,0.97387,0.91187,0.1343,0.10982,0.52477,0.0028648,0.0028648,0.0028648
866,253700,0.25607,0.20415,0.63539,0.9921,0.95039,0.97383,0.91175,0.13427,0.10978,0.52476,0.00285654,0.00285654,0.00285654
867,253992,0.2556,0.20325,0.63436,0.99231,0.95036,0.97367,0.91174,0.13424,0.10982,0.52474,0.00284828,0.00284828,0.00284828
868,254284,0.25676,0.20451,0.63455,0.99219,0.9504,0.97367,0.91175,0.13419,0.10979,0.52471,0.00284002,0.00284002,0.00284002
869,254577,0.25751,0.20506,0.63498,0.99241,0.95029,0.97361,0.9118,0.13416,0.10976,0.52469,0.00283177,0.00283177,0.00283177
870,254869,0.25496,0.20353,0.63372,0.99248,0.95039,0.97377,0.91183,0.13415,0.10974,0.52469,0.00282351,0.00282351,0.00282351
871,255161,0.25423,0.20192,0.63201,0.99191,0.95033,0.9739,0.91171,0.13416,0.10981,0.52467,0.00281525,0.00281525,0.00281525
872,255453,0.25299,0.20069,0.63238,0.99187,0.95058,0.97386,0.91188,0.13416,0.10983,0.52466,0.00280699,0.00280699,0.00280699
873,255746,0.25639,0.20432,0.63442,0.99183,0.95061,0.97376,0.91195,0.13423,0.10993,0.52467,0.00279873,0.00279873,0.00279873
874,256039,0.25467,0.20252,0.63338,0.99085,0.9515,0.97381,0.91216,0.13423,0.10994,0.52465,0.00279047,0.00279047,0.00279047
875,256331,0.25381,0.20176,0.63277,0.99041,0.95167,0.97381,0.91204,0.13422,0.10994,0.52464,0.00278222,0.00278222,0.00278222
876,256623,0.25523,0.20297,0.63268,0.99138,0.95128,0.97373,0.9121,0.13418,0.10988,0.52461,0.00277396,0.00277396,0.00277396
877,256915,inf,0.20193,0.63326,0.98916,0.95234,0.97374,0.9119,0.13417,0.10987,0.5246,0.0027657,0.0027657,0.0027657
878,257206,0.25563,0.20349,0.63401,0.98984,0.95192,0.97378,0.91241,0.1341,0.10977,0.52457,0.00275744,0.00275744,0.00275744
879,257498,0.25435,0.20324,0.63411,0.99168,0.9511,0.97375,0.91209,0.13405,0.10975,0.52455,0.00274918,0.00274918,0.00274918
880,257790,0.25502,0.2028,0.63337,0.99173,0.9512,0.97374,0.91218,0.13403,0.10979,0.52453,0.00274092,0.00274092,0.00274092
881,258082,0.2553,0.20344,0.63339,0.9918,0.9511,0.97372,0.9122,0.13398,0.10977,0.52451,0.00273267,0.00273267,0.00273267
882,258374,0.25447,0.2036,0.63351,0.992,0.95062,0.97374,0.91211,0.13397,0.10981,0.52449,0.00272441,0.00272441,0.00272441
883,258667,0.25467,0.20295,0.63407,0.99197,0.9509,0.97373,0.91217,0.13396,0.10981,0.52448,0.00271615,0.00271615,0.00271615
884,258959,0.25304,0.20192,0.63259,0.98926,0.95236,0.97375,0.91217,0.13397,0.1098,0.52447,0.00270789,0.00270789,0.00270789
885,259252,0.25346,0.20163,0.63242,0.99038,0.95159,0.97376,0.91244,0.13393,0.10979,0.52445,0.00269963,0.00269963,0.00269963
886,259545,0.25412,0.20247,0.63284,0.99017,0.95165,0.97375,0.91225,0.13389,0.1098,0.52443,0.00269137,0.00269137,0.00269137
887,259838,inf,0.20324,0.63311,0.99028,0.95156,0.97462,0.91258,0.13379,0.10974,0.5244,0.00268312,0.00268312,0.00268312
888,260131,0.25203,0.20103,0.6318,0.9902,0.9516,0.97461,0.9127,0.13375,0.10973,0.52438,0.00267486,0.00267486,0.00267486
889,260424,0.25401,0.2032,0.6336,0.99002,0.95166,0.97463,0.91276,0.13373,0.10967,0.52438,0.0026666,0.0026666,0.0026666
890,260717,0.25399,0.20148,0.63332,0.98984,0.95178,0.97466,0.91268,0.13367,0.10967,0.52435,0.00265834,0.00265834,0.00265834
891,261009,0.25288,0.20153,0.63226,0.98984,0.95171,0.97466,0.91268,0.1336,0.10964,0.52433,0.00265008,0.00265008,0.00265008
892,261301,0.25317,0.20163,0.6326,0.98975,0.95181,0.97467,0.91258,0.13362,0.10968,0.52432,0.00264182,0.00264182,0.00264182
893,261593,0.2512,0.20025,0.63165,0.98963,0.95181,0.97468,0.9125,0.13364,0.10975,0.52432,0.00263357,0.00263357,0.00263357
894,261884,0.25158,0.20043,0.6318,0.98957,0.95178,0.97464,0.91235,0.13364,0.1097,0.52432,0.00262531,0.00262531,0.00262531
895,262177,0.25412,0.20245,0.63299,0.98964,0.95174,0.97468,0.91244,0.13364,0.10966,0.52432,0.00261705,0.00261705,0.00261705
896,262469,0.25301,0.20109,0.6325,0.98933,0.95198,0.97464,0.9125,0.13362,0.10965,0.52431,0.00260879,0.00260879,0.00260879
897,262761,0.25209,0.20097,0.6322,0.98936,0.95202,0.97465,0.91241,0.13364,0.10965,0.52431,0.00260053,0.00260053,0.00260053
898,263053,0.25155,0.19955,0.63169,0.98877,0.95343,0.97467,0.91257,0.1336,0.10966,0.52429,0.00259227,0.00259227,0.00259227
899,263345,0.25145,0.20042,0.63131,0.98904,0.953,0.97468,0.91292,0.13356,0.10964,0.52426,0.00258402,0.00258402,0.00258402
900,263638,0.25358,0.20119,0.63322,0.98892,0.95272,0.97471,0.91308,0.13346,0.10954,0.52423,0.00257576,0.00257576,0.00257576
901,263930,0.2519,0.20015,0.63117,0.98939,0.9521,0.97469,0.91343,0.1334,0.1095,0.5242,0.0025675,0.0025675,0.0025675
902,264222,0.25007,0.19859,0.63034,0.98946,0.95222,0.97471,0.91353,0.13333,0.10945,0.52418,0.00255924,0.00255924,0.00255924
903,264515,0.25008,0.199,0.63026,0.98933,0.95242,0.97473,0.91338,0.13326,0.10941,0.52416,0.00255098,0.00255098,0.00255098
904,264806,0.25122,0.2,0.63026,0.98921,0.95234,0.97473,0.91359,0.13329,0.1094,0.52416,0.00254273,0.00254273,0.00254273
905,265098,0.25247,0.20093,0.63213,0.98957,0.95204,0.97475,0.91326,0.13326,0.10934,0.52414,0.00253447,0.00253447,0.00253447
906,265390,0.2523,0.19982,0.6317,0.98959,0.95207,0.97473,0.91339,0.13322,0.10924,0.52412,0.00252621,0.00252621,0.00252621
907,265681,0.25078,0.19939,0.6318,0.98964,0.95221,0.97476,0.91336,0.13321,0.10929,0.5241,0.00251795,0.00251795,0.00251795
908,265973,0.25047,0.19959,0.6307,0.98962,0.9522,0.97474,0.91356,0.13317,0.10927,0.52407,0.00250969,0.00250969,0.00250969
909,266265,0.2493,0.19943,0.63056,0.98947,0.9522,0.97474,0.91351,0.13309,0.10923,0.52404,0.00250143,0.00250143,0.00250143
910,266557,0.25148,0.20083,0.63235,0.9895,0.95222,0.97476,0.91367,0.13305,0.10924,0.52401,0.00249318,0.00249318,0.00249318
911,266849,0.25086,0.19991,0.63188,0.98936,0.95227,0.97476,0.91339,0.13296,0.1092,0.52399,0.00248492,0.00248492,0.00248492
912,267140,0.25089,0.19965,0.63104,0.9893,0.95232,0.97477,0.91394,0.13298,0.10922,0.52398,0.00247666,0.00247666,0.00247666
913,267432,0.25209,0.20045,0.63222,0.98923,0.95235,0.97476,0.914,0.13293,0.10919,0.52397,0.0024684,0.0024684,0.0024684
914,267724,0.25061,0.19991,0.63199,0.98926,0.95242,0.97478,0.91405,0.1329,0.10911,0.52396,0.00246014,0.00246014,0.00246014
915,268017,0.25148,0.20026,0.63184,0.98919,0.95224,0.97486,0.91411,0.1329,0.10907,0.52395,0.00245188,0.00245188,0.00245188
916,268309,0.24988,0.19927,0.63081,0.98921,0.95226,0.97487,0.9142,0.13289,0.10913,0.52395,0.00244363,0.00244363,0.00244363
917,268601,0.25129,0.2002,0.63249,0.98922,0.95214,0.97486,0.91408,0.13289,0.10921,0.52395,0.00243537,0.00243537,0.00243537
918,268893,0.24986,0.19835,0.62998,0.98925,0.9522,0.97488,0.91439,0.13295,0.10928,0.52395,0.00242711,0.00242711,0.00242711
919,269185,0.24994,0.19923,0.63101,0.98931,0.95222,0.9749,0.91448,0.13299,0.10938,0.52395,0.00241885,0.00241885,0.00241885
920,269477,0.25006,0.19898,0.63164,0.98931,0.95201,0.97489,0.91441,0.133,0.10947,0.52395,0.00241059,0.00241059,0.00241059
921,269768,0.25075,0.19958,0.63153,0.98937,0.9521,0.97489,0.91441,0.13301,0.10947,0.52395,0.00240233,0.00240233,0.00240233
922,270059,0.24938,0.19887,0.63005,0.9897,0.95213,0.9749,0.91432,0.13296,0.10936,0.52393,0.00239408,0.00239408,0.00239408
923,270350,0.25049,0.19953,0.63114,0.9894,0.95221,0.97489,0.91457,0.13292,0.10934,0.52391,0.00238582,0.00238582,0.00238582
924,270641,0.24918,0.19807,0.63005,0.9898,0.95222,0.9749,0.9148,0.1329,0.10935,0.52389,0.00237756,0.00237756,0.00237756
925,270932,0.24988,0.19897,0.63078,0.98981,0.95207,0.97491,0.91458,0.13283,0.10927,0.52387,0.0023693,0.0023693,0.0023693
926,271223,0.24968,0.19859,0.63046,0.98965,0.95248,0.97492,0.91426,0.13273,0.10921,0.52383,0.00236104,0.00236104,0.00236104
927,271513,0.24935,0.1985,0.63051,0.98927,0.95252,0.97497,0.9145,0.13265,0.10918,0.52381,0.00235278,0.00235278,0.00235278
928,271805,0.24678,0.19728,0.62935,0.98972,0.95274,0.97505,0.91446,0.13264,0.10917,0.5238,0.00234453,0.00234453,0.00234453
929,272096,0.24923,0.19913,0.63048,0.98973,0.95278,0.97507,0.91443,0.13263,0.10923,0.52379,0.00233627,0.00233627,0.00233627
930,272387,0.24676,0.19679,0.62971,0.98981,0.9528,0.97509,0.91466,0.13261,0.10922,0.52378,0.00232801,0.00232801,0.00232801
931,272678,0.24758,0.19748,0.62904,0.98937,0.95253,0.97508,0.91473,0.13262,0.10926,0.52377,0.00231975,0.00231975,0.00231975
932,272969,0.24924,0.19852,0.63091,0.98968,0.95262,0.97512,0.91472,0.13257,0.10921,0.52375,0.00231149,0.00231149,0.00231149
933,273260,0.24827,0.19795,0.63,0.98973,0.95244,0.97512,0.91461,0.13256,0.10926,0.52374,0.00230323,0.00230323,0.00230323
934,273551,0.2474,0.19744,0.62988,0.98959,0.95217,0.97515,0.9144,0.13256,0.10925,0.52373,0.00229498,0.00229498,0.00229498
935,273842,0.24871,0.19856,0.63091,0.9893,0.95242,0.97515,0.91466,0.13262,0.10925,0.52374,0.00228672,0.00228672,0.00228672
