epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3067.56,0.71813,0.93233,0.93702,0.81792,0.49465,0.52692,0.39078,0.5892,0.65258,0.7991,0.00138325,0.00138325,0.00138325
2,5969.04,0.62647,0.67492,0.8621,0.58681,0.56752,0.57801,0.43089,0.55775,0.58678,0.78082,0.0027611,0.0027611,0.0027611
